SMILES,TPSA,ALOGP,XLOGP,MannholdLogP,n_acid,n_base,n_acid+n_base,TPSA_CDK,MolLogP,NumHDonors,NumHAcceptors,NumHDonors+NumHAcceptors
C[NH+]1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1,36.22,0.9791000000000007,2.813000000000001,3.0,0,4,4,10.920000000000002,3.528500000000002,1,3,4
C[NH+](C)CCCN1C2=C(SC3=C1C=C(C=C3)C(F)(F)F)C=CC=C2,32.980000000000004,1.0218000000000003,3.170000000000001,2.78,0,3,3,7.680000000000001,3.8427000000000033,1,2,3
C[NH+](C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,4.44,0.9057000000000006,4.633,3.5500000000000003,0,3,3,4.44,2.751500000000001,1,0,1
ClC1=CC(Cl)=C(NC2=[NH+]CCN2)C=C1,38.03,-0.5553000000000001,1.592,1.9000000000000001,0,4,4,38.03,0.44509999999999944,3,2,5
ClC1=CC(NC2=[NH+]CCN2)=C(Cl)C=C1,38.03,-0.5553000000000001,1.5920000000000005,1.9000000000000001,0,4,4,38.03,0.44509999999999966,3,2,5
CC1=C(NC2=[NH+]CCN2)C=CC(Cl)=C1,38.03,-0.47760000000000036,1.1960000000000002,2.12,0,4,4,38.03,0.10012000000000004,3,2,5
CC1=CC(Cl)=C(NC2=[NH+]CCN2)C=C1,38.03,-0.47760000000000036,1.407,2.12,0,4,4,38.03,0.1001199999999996,3,2,5
CC1=CC(C)=C(NC2=[NH+]CCN2)C=C1,38.03,-0.39990000000000014,1.222,2.34,0,4,4,38.03,-0.24485999999999958,3,2,5
C1C[NH+]=C(NC2=CC=CC=C2)N1,38.03,-1.2926999999999995,0.649,2.12,0,4,4,38.03,-0.8616999999999992,3,2,5
CC1=C(NC2=[NH+]CCN2)C=CC=C1,38.03,-0.8463000000000016,0.83,2.23,0,4,4,38.03,-0.5532799999999991,3,2,5
ClC1=CC(Cl)=C(NC2=[NH+]CCN2)C(Cl)=C1,38.03,-0.18660000000000032,2.1690000000000005,1.79,0,4,4,38.03,1.0984999999999998,3,2,5
BrC1=CC(Br)=C(NC2=[NH+]CCN2)C(Br)=C1,38.03,0.0653999999999999,2.697,1.79,0,4,4,38.03,1.4257999999999995,3,2,5
BrC1=CC=CC(Br)=C1NC1=[NH+]CCN1,38.03,-0.3873000000000002,1.9439999999999995,1.9000000000000001,0,4,4,38.03,0.6632999999999993,3,2,5
ClC1=CC(Br)=CC(Cl)=C1NC1=[NH+]CCN1,38.03,-0.10260000000000025,2.3449999999999998,1.79,0,4,4,38.03,1.2076000000000002,3,2,5
CC1=CC(Br)=CC(C)=C1NC1=[NH+]CCN1,38.03,0.052800000000000624,1.5530000000000002,2.23,0,4,4,38.03,0.5176399999999994,3,2,5
FC1=CC=CC(F)=C1NC1=[NH+]CCN1,38.03,-1.4731,0.67,1.9000000000000001,0,4,4,38.03,-0.5835000000000001,3,2,5
NC(N)=O,69.11,-0.6276999999999999,-1.686,1.24,0,0,0,69.11,-0.9762000000000002,2,1,3
COC1=CC=C(C=C1OC)C(CCC[NH+](C)CCC1=CC(OC)=C(OC)C=C1)(C#N)C(C)C,65.15,-0.6294000000000005,3.8740000000000006,3.7699999999999996,0,3,3,65.15,3.6759800000000027,1,5,6
CCC1(O)CC2C[NH+](C1)CCC1=C(NC3=CC=CC=C13)C(C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)C1C22CC[NH+]3CC=CC(CC)(C23)C(OC(C)=O)C1(O)C(=O)OC,152.74,-4.164600000000003,2.7380000000000013,5.09,0,6,6,156.49999999999997,1.1567000000000094,5,10,15
CCC1(O)CC2C[NH+](C1)CCC1=C(NC3=CC=CC=C13)C(C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C=O)C1C22CC[NH+]3CC=CC(CC)(C23)C(OC(C)=O)C1(O)C(=O)OC,169.80999999999997,-4.9838000000000005,1.5690000000000004,4.9799999999999995,0,6,6,173.57,0.6833000000000105,5,10,15
O,0.0,0.0,-0.467,1.3499999999999999,0,0,0,31.5,-0.8247,0,0,0
CN(C)C1=NC=CC(=C1)C1=NNC(N)=N1,78.37,-1.7958000000000003,0.2629999999999998,1.79,0,0,0,83.72,0.5148999999999999,2,5,7
CCNC(NCCSCC1=C(Br)C=CC=N1)=NC#N,97.87,1.4441000000000006,1.680000000000001,2.0100000000000002,0,3,3,73.1,2.11348,2,4,6
C[NH2+]CCC1=CC=CC=N1,28.97,-1.2700999999999993,0.065,2.1199999999999997,0,2,2,29.5,-0.18270000000000008,1,1,2
[NH3+]CCC1=NC=CS1,65.3,-1.9015000000000002,0.04099999999999998,1.6799999999999997,0,1,1,40.53,-0.07249999999999979,1,2,3
NC1=NC(=O)N(C=C1)C1CCC(CO)O1,88.15,-2.496100000000001,-0.991,1.79,0,0,0,90.37,-0.5046000000000008,2,6,8
CC1=CN(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC1=O,91.22999999999999,-3.7959999999999994,-0.861,1.57,0,0,0,133.07999999999998,-0.19628000000000012,2,6,8
C(CNC1=NC2=CC=CC=C2S1)COC1=CC=CC(C[NH+]2CCCCC2)=C1,63.36,-0.7888000000000002,2.2660000000000005,3.33,0,3,3,38.59,3.746100000000002,2,4,6
CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,35.910000000000004,1.1106999999999991,2.23,3.11,0,0,0,37.61,3.248840000000002,0,3,3
